α,p,d
0.056,0.34,4.73827
0.056,0.36,4.54934
0.056,0.38,4.44947
0.056,0.4,4.33919
0.056,0.42,4.2623999999999995
0.056,0.44,4.217370000000001
0.056,0.46,4.1563099999999995
0.056,0.48,4.10075
0.056,0.5,4.07435
0.056,0.52,4.08117
0.056,0.54,4.06247
0.056,0.56,4.04343
0.056,0.58,4.07899
0.056,0.6,4.0836500000000004
0.056,0.62,4.09615
0.056,0.64,4.10556
0.056,0.66,4.12202
0.056,0.68,4.12147
0.056,0.7,4.13431
0.056,0.72,4.14509
0.056,0.74,4.16857
0.056,0.76,4.16109
0.056,0.78,4.18586
0.056,0.8,4.1664900000000005
0.056,0.82,4.18356
0.056,0.84,4.170310000000001
0.056,0.86,4.17979
0.056,0.88,4.19142
0.056,0.9,4.182049999999999
0.056,0.92,4.1825
0.056,0.94,4.18292
0.056,0.96,4.18365
0.056,0.98,4.1879100000000005
0.056,1.0,4.17384
0.057,0.34,4.63723
0.057,0.36,4.49631
0.057,0.38,4.37421
0.057,0.4,4.3029
0.057,0.42,4.23681
0.057,0.44,4.18225
0.057,0.46,4.1193800000000005
0.057,0.48,4.07587
0.057,0.5,4.06971
0.057,0.52,4.07034
0.057,0.54,4.06067
0.057,0.56,4.061529999999999
0.057,0.58,4.090529999999999
0.057,0.6,4.10997
0.057,0.62,4.12007
0.057,0.64,4.15454
0.057,0.66,4.14598
0.057,0.68,4.1498
0.057,0.7,4.165439999999999
0.057,0.72,4.188429999999999
0.057,0.74,4.1804499999999996
0.057,0.76,4.18487
0.057,0.78,4.19369
0.057,0.8,4.1835
0.057,0.82,4.20838
0.057,0.84,4.21148
0.057,0.86,4.20014
0.057,0.88,4.2021500000000005
0.057,0.9,4.20249
0.057,0.92,4.195469999999999
0.057,0.94,4.20487
0.057,0.96,4.19794
0.057,0.98,4.21372
0.057,1.0,4.22343
0.058,0.32,4.69961
0.058,0.34,4.564760000000001
0.058,0.36,4.417669999999999
0.058,0.38,4.31001
0.058,0.4,4.25265
0.058,0.42,4.17748
0.058,0.44,4.12192
0.058,0.46,4.09859
0.058,0.48,4.09789
0.058,0.5,4.08067
0.058,0.52,4.0700400000000005
0.058,0.54,4.08099
0.058,0.56,4.09391
0.058,0.58,4.1115
0.058,0.6,4.12224
0.058,0.62,4.13575
0.058,0.64,4.13241
0.058,0.66,4.15308
0.058,0.68,4.16078
0.058,0.7,4.18921
0.058,0.72,4.19833
0.058,0.74,4.18887
0.058,0.76,4.20706
0.058,0.78,4.19322
0.058,0.8,4.20648
0.058,0.82,4.21466
0.058,0.84,4.2184
0.058,0.86,4.23025
0.058,0.88,4.23159
0.058,0.9,4.22562
0.058,0.92,4.22874
0.058,0.94,4.24465
0.058,0.96,4.23559
0.058,0.98,4.23395
0.058,1.0,4.24495
0.059,0.32,4.6334800000000005
0.059,0.34,4.4836599999999995
0.059,0.36,4.36319
0.059,0.38,4.27267
0.059,0.4,4.20698
0.059,0.42,4.13484
0.059,0.44,4.09756
0.059,0.46,4.1002600000000005
0.059,0.48,4.09283
0.059,0.5,4.0737000000000005
0.059,0.52,4.0889299999999995
0.059,0.54,4.10399
0.059,0.56,4.10083
0.059,0.58,4.136270000000001
0.059,0.6,4.14084
0.059,0.62,4.1552999999999995
0.059,0.64,4.16578
0.059,0.66,4.17372
0.059,0.68,4.1964500000000005
0.059,0.7,4.19619
0.059,0.72,4.202
0.059,0.74,4.2083699999999995
0.059,0.76,4.2183399999999995
0.059,0.78,4.22226
0.059,0.8,4.22058
0.059,0.82,4.23801
0.059,0.84,4.24442
0.059,0.86,4.231920000000001
0.059,0.88,4.24585
0.059,0.9,4.24589
0.059,0.92,4.2605699999999995
0.059,0.94,4.26285
0.059,0.96,4.26087
0.059,0.98,4.268090000000001
0.059,1.0,4.241429999999999
0.06,0.3,4.73394
0.06,0.32,4.573829999999999
0.06,0.34,4.42417
0.06,0.36,4.296670000000001
0.06,0.38,4.24314
0.06,0.4,4.16472
0.06,0.42,4.10821
0.06,0.44,4.108140000000001
0.06,0.46,4.0859700000000005
0.06,0.48,4.06877
0.06,0.5,4.077679999999999
0.06,0.52,4.09372
0.06,0.54,4.13162
0.06,0.56,4.13738
0.06,0.58,4.15567
0.06,0.6,4.15453
0.06,0.62,4.17435
0.06,0.64,4.181620000000001
0.06,0.66,4.20159
0.06,0.68,4.2126
0.06,0.7,4.21021
0.06,0.72,4.23234
0.06,0.74,4.2435
0.06,0.76,4.244770000000001
0.06,0.78,4.2476
0.06,0.8,4.24509
0.06,0.82,4.27667
0.06,0.84,4.252689999999999
0.06,0.86,4.261369999999999
0.06,0.88,4.28222
0.06,0.9,4.271330000000001
0.06,0.92,4.26597
0.06,0.94,4.28092
0.06,0.96,4.27131
0.06,0.98,4.29485
0.06,1.0,4.30613
0.061,0.3,4.64939
0.061,0.32,4.5123999999999995
0.061,0.34,4.366
0.061,0.36,4.27016
0.061,0.38,4.19006
0.061,0.4,4.11529
0.061,0.42,4.0929899999999995
0.061,0.44,4.11075
0.061,0.46,4.0841400000000005
0.061,0.48,4.078480000000001
0.061,0.5,4.11072
0.061,0.52,4.11826
0.061,0.54,4.14019
0.061,0.56,4.14032
0.061,0.58,4.17288
0.061,0.6,4.16981
0.061,0.62,4.18979
0.061,0.64,4.2188
0.061,0.66,4.20463
0.061,0.68,4.232539999999999
0.061,0.7,4.2150300000000005
0.061,0.72,4.2638
0.061,0.74,4.263850000000001
0.061,0.76,4.26387
0.061,0.78,4.27081
0.061,0.8,4.28209
0.061,0.82,4.28008
0.061,0.84,4.27397
0.061,0.86,4.2786
0.061,0.88,4.31955
0.061,0.9,4.3298499999999995
0.061,0.92,4.31437
0.061,0.94,4.342149999999999
0.061,0.96,4.35939
0.061,0.98,4.36085
0.061,1.0,4.36024
0.062,0.28,4.76849
0.062,0.3,4.5764700000000005
0.062,0.32,4.44258
0.062,0.34,4.32294
0.062,0.36,4.21742
0.062,0.38,4.15954
0.062,0.4,4.1316500000000005
0.062,0.42,4.10948
0.062,0.44,4.10473
0.062,0.46,4.08247
0.062,0.48,4.0942099999999995
0.062,0.5,4.08953
0.062,0.52,4.124899999999999
0.062,0.54,4.14416
0.062,0.56,4.17645
0.062,0.58,4.18091
0.062,0.6,4.2156400000000005
0.062,0.62,4.22669
0.062,0.64,4.22434
0.062,0.66,4.2378
0.062,0.68,4.23578
0.062,0.7,4.258159999999999
0.062,0.72,4.28404
0.062,0.74,4.2889
0.062,0.76,4.28609
0.062,0.78,4.29035
0.062,0.8,4.29345
0.062,0.82,4.314780000000001
0.062,0.84,4.33329
0.062,0.86,4.34052
0.062,0.88,4.3669899999999995
0.062,0.9,4.37723
0.062,0.92,4.37103
0.062,0.94,4.4026
0.062,0.96,4.39857
0.062,0.98,4.41939
0.062,1.0,4.42807
0.063,0.28,4.67803
0.063,0.3,4.53007
0.063,0.32,4.38444
0.063,0.34,4.25647
0.063,0.36,4.19283
0.063,0.38,4.12732
0.063,0.4,4.10192
0.063,0.42,4.1052599999999995
0.063,0.44,4.10295
0.063,0.46,4.0791200000000005
0.063,0.48,4.11362
0.063,0.5,4.13002
0.063,0.52,4.165089999999999
0.063,0.54,4.164969999999999
0.063,0.56,4.20083
0.063,0.58,4.20956
0.063,0.6,4.21197
0.063,0.62,4.23569
0.063,0.64,4.24131
0.063,0.66,4.26412
0.063,0.68,4.266500000000001
0.063,0.7,4.28196
0.063,0.72,4.27546
0.063,0.74,4.3067
0.063,0.76,4.29192
0.063,0.78,4.3285
0.063,0.8,4.36277
0.063,0.82,4.3645700000000005
0.063,0.84,4.397740000000001
0.063,0.86,4.43093
0.063,0.88,4.43533
0.063,0.9,4.44431
0.063,0.92,4.457420000000001
0.063,0.94,4.48036
0.063,0.96,4.4858400000000005
0.063,0.98,4.50424
0.063,1.0,4.5114
0.064,0.28,4.63874
0.064,0.3,4.47254
0.064,0.32,4.31771
0.064,0.34,4.223699999999999
0.064,0.36,4.11729
0.064,0.38,4.11908
0.064,0.4,4.12726
0.064,0.42,4.10139
0.064,0.44,4.08671
0.064,0.46,4.10121
0.064,0.48,4.12526
0.064,0.5,4.160200000000001
0.064,0.52,4.17587
0.064,0.54,4.180540000000001
0.064,0.56,4.20819
0.064,0.58,4.237640000000001
0.064,0.6,4.251569999999999
0.064,0.62,4.245189999999999
0.064,0.64,4.257560000000001
0.064,0.66,4.28486
0.064,0.68,4.29841
0.064,0.7,4.31791
0.064,0.72,4.338289999999999
0.064,0.74,4.3427500000000006
0.064,0.76,4.37064
0.064,0.78,4.402150000000001
0.064,0.8,4.4357
0.064,0.82,4.43236
0.064,0.84,4.462830000000001
0.064,0.86,4.46785
0.064,0.88,4.4922200000000005
0.064,0.9,4.51382
0.064,0.92,4.5234700000000005
0.064,0.94,4.5466
0.064,0.96,4.5582400000000005
0.064,0.98,4.58237
0.064,1.0,4.60398
0.065,0.26,4.74859
0.065,0.28,4.583760000000001
0.065,0.3,4.4160200000000005
0.065,0.32,4.2534600000000005
0.065,0.34,4.17642
0.065,0.36,4.1099
0.065,0.38,4.11191
0.065,0.4,4.10191
0.065,0.42,4.10095
0.065,0.44,4.0932200000000005
0.065,0.46,4.12309
0.065,0.48,4.15243
0.065,0.5,4.17307
0.065,0.52,4.1899299999999995
0.065,0.54,4.220470000000001
0.065,0.56,4.2188099999999995
0.065,0.58,4.24868
0.065,0.6,4.26534
0.065,0.62,4.277769999999999
0.065,0.64,4.29934
0.065,0.66,4.30213
0.065,0.68,4.32526
0.065,0.7,4.36516
0.065,0.72,4.37154
0.065,0.74,4.42974
0.065,0.76,4.45767
0.065,0.78,4.44868
0.065,0.8,4.46429
0.065,0.82,4.51338
0.065,0.84,4.52145
0.065,0.86,4.5447500000000005
0.065,0.88,4.5526800000000005
0.065,0.9,4.573860000000001
0.065,0.92,4.58181
0.065,0.94,4.6245199999999995
0.065,0.96,4.64919
0.065,0.98,4.6542900000000005
0.065,1.0,4.6779
0.066,0.26,4.6872
0.066,0.28,4.51103
0.066,0.3,4.35453
0.066,0.32,4.22716
0.066,0.34,4.13225
0.066,0.36,4.13365
0.066,0.38,4.11709
0.066,0.4,4.108359999999999
0.066,0.42,4.10759
0.066,0.44,4.10543
0.066,0.46,4.13351
0.066,0.48,4.15689
0.066,0.5,4.1732700000000005
0.066,0.52,4.20322
0.066,0.54,4.23752
0.066,0.56,4.225
0.066,0.58,4.26596
0.066,0.6,4.2816
0.066,0.62,4.30363
0.066,0.64,4.32638
0.066,0.66,4.35696
0.066,0.68,4.39512
0.066,0.7,4.41567
0.066,0.72,4.453830000000001
0.066,0.74,4.472700000000001
0.066,0.76,4.490350000000001
0.066,0.78,4.53018
0.066,0.8,4.54619
0.066,0.82,4.55813
0.066,0.84,4.598059999999999
0.066,0.86,4.6040399999999995
0.066,0.88,4.61045
0.066,0.9,4.6445
0.066,0.92,4.6785499999999995
0.066,0.94,4.706239999999999
0.066,0.96,4.71686
0.066,0.98,4.75579
0.066,1.0,4.7616
0.067,0.26,4.63849
0.067,0.28,4.47453
0.067,0.3,4.2934
0.067,0.32,4.18373
0.067,0.34,4.1402
0.067,0.36,4.1167
0.067,0.38,4.11685
0.067,0.4,4.1212800000000005
0.067,0.42,4.11203
0.067,0.44,4.14525
0.067,0.46,4.1588
0.067,0.48,4.17407
0.067,0.5,4.18826
0.067,0.52,4.23237
0.067,0.54,4.2265299999999995
0.067,0.56,4.27056
0.067,0.58,4.27934
0.067,0.6,4.30818
0.067,0.62,4.33168
0.067,0.64,4.37928
0.067,0.66,4.4013100000000005
0.067,0.68,4.44831
0.067,0.7,4.48158
0.067,0.72,4.50068
0.067,0.74,4.54734
0.067,0.76,4.57674
0.067,0.78,4.588030000000001
0.067,0.8,4.62077
0.067,0.82,4.61469
0.067,0.84,4.63232
0.067,0.86,4.665940000000001
0.067,0.88,4.7062100000000004
0.067,0.9,4.73668
0.067,0.92,4.746560000000001
0.067,0.94,4.79815
0.067,0.96,4.79853
0.068,0.24,4.78798
0.068,0.26,4.59134
0.068,0.28,4.420019999999999
0.068,0.3,4.250850000000001
0.068,0.32,4.15169
0.068,0.34,4.13282
0.068,0.36,4.13853
0.068,0.38,4.1163799999999995
0.068,0.4,4.11447
0.068,0.42,4.10972
0.068,0.44,4.14232
0.068,0.46,4.18041
0.068,0.48,4.1750799999999995
0.068,0.5,4.21587
0.068,0.52,4.24216
0.068,0.54,4.25916
0.068,0.56,4.28412
0.068,0.58,4.29997
0.068,0.6,4.33948
0.068,0.62,4.39911
0.068,0.64,4.43736
0.068,0.66,4.46783
0.068,0.68,4.49414
0.068,0.7,4.5588
0.068,0.72,4.5588
0.068,0.74,4.59495
0.068,0.76,4.630370000000001
0.068,0.78,4.636190000000001
0.068,0.8,4.67832
0.068,0.82,4.7032
0.068,0.84,4.70808
0.068,0.86,4.75227
0.068,0.88,4.77804
0.069,0.24,4.735469999999999
0.069,0.26,4.53442
0.069,0.28,4.3499
0.069,0.3,4.21519
0.069,0.32,4.13202
0.069,0.34,4.12221
0.069,0.36,4.1286499999999995
0.069,0.38,4.11563
0.069,0.4,4.09961
0.069,0.42,4.13338
0.069,0.44,4.15902
0.069,0.46,4.18776
0.069,0.48,4.2064
0.069,0.5,4.2411
0.069,0.52,4.24665
0.069,0.54,4.29362
0.069,0.56,4.292910000000001
0.069,0.58,4.3508700000000005
0.069,0.6,4.419420000000001
0.069,0.62,4.44858
0.069,0.64,4.49659
0.069,0.66,4.53837
0.069,0.68,4.56373
0.069,0.7,4.58606
0.069,0.72,4.611369999999999
0.069,0.74,4.65402
0.069,0.76,4.67624
0.069,0.78,4.70876
0.069,0.8,4.73336
0.069,0.82,4.76376
0.069,0.84,4.790360000000001
0.07,0.24,4.66996
0.07,0.26,4.4784999999999995
0.07,0.28,4.29499
0.07,0.3,4.16436
0.07,0.32,4.13982
0.07,0.34,4.14931
0.07,0.36,4.12714
0.07,0.38,4.11461
0.07,0.4,4.1183
0.07,0.42,4.129569999999999
0.07,0.44,4.17272
0.07,0.46,4.20584
0.07,0.48,4.24277
0.07,0.5,4.25561
0.07,0.52,4.279999999999999
0.07,0.54,4.2898499999999995
0.07,0.56,4.36528
0.07,0.58,4.41372
0.07,0.6,4.46722
0.07,0.62,4.51384
0.07,0.64,4.54584
0.07,0.66,4.59081
0.07,0.68,4.63793
0.07,0.7,4.66956
0.07,0.72,4.6808
0.07,0.74,4.72677
0.07,0.76,4.749979999999999
0.07,0.78,4.75957
0.07,0.8,4.799329999999999
0.071,0.24,4.626779999999999
0.071,0.26,4.43981
0.071,0.28,4.23935
0.071,0.3,4.13578
0.071,0.32,4.13922
0.071,0.34,4.12688
0.071,0.36,4.12809
0.071,0.38,4.1087299999999995
0.071,0.4,4.13832
0.071,0.42,4.17581
0.071,0.44,4.196330000000001
0.071,0.46,4.22467
0.071,0.48,4.23797
0.071,0.5,4.26213
0.071,0.52,4.29586
0.071,0.54,4.3598799999999995
0.071,0.56,4.40095
0.071,0.58,4.46931
0.071,0.6,4.51167
0.071,0.62,4.57095
0.071,0.64,4.599729999999999
0.071,0.66,4.65527
0.071,0.68,4.681900000000001
0.071,0.7,4.71654
0.071,0.72,4.75869
0.071,0.74,4.77491
0.072,0.22,4.78912
0.072,0.24,4.56661
0.072,0.26,4.384690000000001
0.072,0.28,4.20744
0.072,0.3,4.1315800000000005
0.072,0.32,4.141589999999999
0.072,0.34,4.13978
0.072,0.36,4.11597
0.072,0.38,4.11912
0.072,0.4,4.1541
0.072,0.42,4.18406
0.072,0.44,4.21858
0.072,0.46,4.242279999999999
0.072,0.48,4.26077
0.072,0.5,4.30347
0.072,0.52,4.3521
0.072,0.54,4.41547
0.072,0.56,4.4658
0.072,0.58,4.52963
0.072,0.6,4.590809999999999
0.072,0.62,4.60077
0.072,0.64,4.669700000000001
0.072,0.66,4.69298
0.072,0.68,4.7363100000000005
0.072,0.7,4.77693
0.073,0.22,4.7515
0.073,0.24,4.51891
0.073,0.26,4.32347
0.073,0.28,4.17951
0.073,0.3,4.13915
0.073,0.32,4.12416
0.073,0.34,4.12258
0.073,0.36,4.11745
0.073,0.38,4.1348
0.073,0.4,4.1616599999999995
0.073,0.42,4.18445
0.073,0.44,4.21798
0.073,0.46,4.27414
0.073,0.48,4.290439999999999
0.073,0.5,4.33682
0.073,0.52,4.41077
0.073,0.54,4.48269
0.073,0.56,4.52144
0.073,0.58,4.58296
0.073,0.6,4.64493
0.073,0.62,4.70111
0.073,0.64,4.73301
0.073,0.66,4.77795
0.073,0.68,4.7926400000000005
0.074,0.22,4.69304
0.074,0.24,4.45488
0.074,0.26,4.27702
0.074,0.28,4.14927
0.074,0.3,4.14715
0.074,0.32,4.13455
0.074,0.34,4.12758
0.074,0.36,4.110519999999999
0.074,0.38,4.135079999999999
0.074,0.4,4.17296
0.074,0.42,4.22234
0.074,0.44,4.2435599999999996
0.074,0.46,4.27774
0.074,0.48,4.31747
0.074,0.5,4.40118
0.074,0.52,4.4686900000000005
0.074,0.54,4.520560000000001
0.074,0.56,4.57862
0.074,0.58,4.641119999999999
0.074,0.6,4.710500000000001
0.074,0.62,4.73033
0.074,0.64,4.77797
0.075,0.22,4.65854
0.075,0.24,4.43394
0.075,0.26,4.2331900000000005
0.075,0.28,4.14487
0.075,0.3,4.13884
0.075,0.32,4.1344
0.075,0.34,4.12066
0.075,0.36,4.13917
0.075,0.38,4.1597800000000005
0.075,0.4,4.197069999999999
0.075,0.42,4.22373
0.075,0.44,4.289610000000001
0.075,0.46,4.30418
0.075,0.48,4.36601
0.075,0.5,4.457859999999999
0.075,0.52,4.5178899999999995
0.075,0.54,4.5787700000000005
0.075,0.56,4.632899999999999
0.075,0.58,4.71888
0.075,0.6,4.7502200000000006
0.075,0.62,4.78887
0.076,0.22,4.60945
0.076,0.24,4.38316
0.076,0.26,4.18879
0.076,0.28,4.14068
0.076,0.3,4.15008
0.076,0.32,4.143649999999999
0.076,0.34,4.13655
0.076,0.36,4.1380099999999995
0.076,0.38,4.181609999999999
0.076,0.4,4.217650000000001
0.076,0.42,4.24923
0.076,0.44,4.27079
0.076,0.46,4.344849999999999
0.076,0.48,4.4198
0.076,0.5,4.50929
0.076,0.52,4.55727
0.076,0.54,4.64154
0.076,0.56,4.69971
0.076,0.58,4.76099
0.076,0.6,4.7994699999999995
0.077,0.22,4.55764
0.077,0.24,4.33846
0.077,0.26,4.15881
0.077,0.28,4.13345
0.077,0.3,4.13739
0.077,0.32,4.1329
0.077,0.34,4.12793
0.077,0.36,4.141299999999999
0.077,0.38,4.18529
0.077,0.4,4.22804
0.077,0.42,4.26892
0.077,0.44,4.3203499999999995
0.077,0.46,4.41425
0.077,0.48,4.48947
0.077,0.5,4.5497
0.077,0.52,4.629299999999999
0.077,0.54,4.70388
0.077,0.56,4.750929999999999
0.078,0.2,4.75753
0.078,0.22,4.51473
0.078,0.24,4.27721
0.078,0.26,4.163349999999999
0.078,0.28,4.1545000000000005
0.078,0.3,4.14281
0.078,0.32,4.1223
0.078,0.34,4.134570000000001
0.078,0.36,4.1559
0.078,0.38,4.19477
0.078,0.4,4.240220000000001
0.078,0.42,4.26741
0.078,0.44,4.358619999999999
0.078,0.46,4.44958
0.078,0.48,4.53698
0.078,0.5,4.60599
0.078,0.52,4.69631
0.078,0.54,4.75777
0.079,0.2,4.7066
0.079,0.22,4.46551
0.079,0.24,4.23843
0.079,0.26,4.151439999999999
0.079,0.28,4.15693
0.079,0.3,4.12981
0.079,0.32,4.1298900000000005
0.079,0.34,4.14926
0.079,0.36,4.17757
0.079,0.38,4.203659999999999
0.079,0.4,4.25265
0.079,0.42,4.32686
0.079,0.44,4.43352
0.079,0.46,4.51853
0.079,0.48,4.58698
0.079,0.5,4.66287
0.079,0.52,4.74723
0.08,0.2,4.68079
0.08,0.22,4.41427
0.08,0.24,4.19684
0.08,0.26,4.1518999999999995
0.08,0.28,4.12044
0.08,0.3,4.16034
0.08,0.32,4.13224
0.08,0.34,4.14317
0.08,0.36,4.19984
0.08,0.38,4.23208
0.08,0.4,4.27585
0.08,0.42,4.365779999999999
0.08,0.44,4.46569
0.08,0.46,4.551550000000001
0.08,0.48,4.653229999999999
0.08,0.5,4.7393
0.08,0.52,4.79138
0.081,0.2,4.63022
0.081,0.22,4.39099
0.081,0.24,4.1825
0.081,0.26,4.13825
0.081,0.28,4.14407
0.081,0.3,4.14319
0.081,0.32,4.1176699999999995
0.081,0.34,4.16953
0.081,0.36,4.202210000000001
0.081,0.38,4.24165
0.081,0.4,4.31764
0.081,0.42,4.418699999999999
0.081,0.44,4.51379
0.081,0.46,4.60005
0.081,0.48,4.710179999999999
0.081,0.5,4.76678
0.082,0.2,4.58042
0.082,0.22,4.332610000000001
0.082,0.24,4.15391
0.082,0.26,4.1444600000000005
0.082,0.28,4.1404499999999995
0.082,0.3,4.11636
0.082,0.32,4.12427
0.082,0.34,4.18832
0.082,0.36,4.21605
0.082,0.38,4.26817
0.082,0.4,4.37164
0.082,0.42,4.48874
0.082,0.44,4.571630000000001
0.082,0.46,4.660909999999999
0.082,0.48,4.746219999999999
0.083,0.2,4.533849999999999
0.083,0.22,4.27873
0.083,0.24,4.14438
0.083,0.26,4.1427700000000005
0.083,0.28,4.1330100000000005
0.083,0.3,4.11688
0.083,0.32,4.15602
0.083,0.34,4.203150000000001
0.083,0.36,4.23745
0.083,0.38,4.30188
0.083,0.4,4.42218
0.083,0.42,4.53862
0.083,0.44,4.6075800000000005
0.083,0.46,4.7202399999999995
0.083,0.48,4.800020000000001
0.084,0.18,4.777620000000001
0.084,0.2,4.490489999999999
0.084,0.22,4.2319
0.084,0.24,4.1603
0.084,0.26,4.148490000000001
0.084,0.28,4.14268
0.084,0.3,4.14351
0.084,0.32,4.15407
0.084,0.34,4.1984200000000005
0.084,0.36,4.2614
0.084,0.38,4.35806
0.084,0.4,4.46258
0.084,0.42,4.56767
0.084,0.44,4.6680600000000005
0.084,0.46,4.76233
0.085,0.18,4.7284999999999995
0.085,0.2,4.4397400000000005
0.085,0.22,4.1926000000000005
0.085,0.24,4.160559999999999
0.085,0.26,4.151909999999999
0.085,0.28,4.13669
0.085,0.3,4.13214
0.085,0.32,4.18161
0.085,0.34,4.23287
0.085,0.36,4.273149999999999
0.085,0.38,4.4017
0.085,0.4,4.51358
0.085,0.42,4.633660000000001
0.085,0.44,4.73422
0.086,0.18,4.6909
0.086,0.2,4.39215
0.086,0.22,4.15538
0.086,0.24,4.1548099999999994
0.086,0.26,4.14534
0.086,0.28,4.13685
0.086,0.3,4.12705
0.086,0.32,4.191339999999999
